,Plot,RegionName,AverageDBH,Density,DBH_CV,Shannon,shan_Broadleaf,PD,PD_Broadleaf,FDis,FD_Broadleaf,MAT,MAP,SoilThickness,HumusLayerThickness,LitterThickness,Altitude,AGC,Age,Group,MaxDBH
337,337,Hengyang,6,873,37.09 ,1.14046,1.297127728,1299.44092,669.343115,0.559384025,1.66259141,18.17056,1429.7334,70,2,2,5.252273428,29.08339,5,2,23.5
338,338,Chenzhou,10.5,3530,29.35 ,0.12816,0,451.87279,0,0.15012608,0,16.91333,1497.43335,90,4,2,5.739792912,45.00477,17,NA,16.8
339,339,Chenzhou,9,3306,29.91 ,0.20385,0,776.92281,0,0.195111973,0,15.65444,1576.8667,70,2,3,6.634633358,29.31703,14,2,19
340,340,Zhuzhou,10.6,597,36.62 ,0.43223,0,451.87279,0,0.721455935,0,13.24444,1766.90002,60,2,2,6.154858094,8.24991,15,NA,17.5
341,341,Chenzhou,9.9,2769,39.45 ,0.12516,0,776.92281,135.912187,0.075567212,0,16.91333,1497.43335,50,2,2,6.11146734,36.35772,15,NA,23.6
342,342,Chenzhou,10.6,358,28.81 ,0.08048,0,451.87279,0,0.08447609,0,15.65444,1576.8667,55,1,2,6.685860947,11.65055,4,NA,17.9
343,343,Xiangxi,14,1500,30.91 ,0,0,325.05003,0,0,0,14.51667,1720.8833,40,2,3,7.003974137,52.12657,12,2,23.9
344,344,Huaihua,15.9,1410,30.84 ,0.11925,0,451.87279,0,0.137216894,0,16.80667,1472.69995,85,6,4,6.23636959,53.01245,17,2,31
345,345,Shaoyang,19.7,1336,29.90 ,0.19992,0,650.10006,0,0,0,15.18111,1586.3667,75,5,1,7.03966035,75.57034,26,2,31.3
346,346,Hengyang,11.8,1172,32.72 ,0.74688,0.649248355,899.32791,258.317278,0.68578994,0,18.17056,1429.7334,50,3,3,4.709530201,18.37199,29,NA,18.4
347,347,Chenzhou,10.8,1261,33.21 ,0.20988,0,776.92281,135.912186,0.331305096,0,13.14889,1753.68335,55,3,3,6.381816017,29.61027,19,NA,23.8
348,348,Xiangxi,5,187,23.28 ,0,0,325.05003,0,0,0,15.57833,1485.2,40,1,2,6.398594935,3.26248,4,NA,14.1
349,349,Shaoyang,12.6,1821,42.40 ,0.63473,0,776.92281,135.912186,1.14085247,0,14.50111,1627.3833,60,5,3,7.021976423,60.08567,26,2,26.9
350,350,Yongzhou,12,813,41.87 ,0,0,325.05003,0,0,0,14.31278,1694.15002,80,3,2,6.792344427,10.65022,14,NA,21.1
351,351,Yongzhou,9.4,1522,38.97 ,0.81877,0,650.10006,0,0,0,15.24555,1580.7334,50,5,3,6.878326468,8.68132,21,NA,17.1
352,352,Yongzhou,12.7,627,32.21 ,0.12422,0.693147181,786.01224,271.824372,0.117037329,1.302162713,16.48278,1477.78333,60,4,6,6.089044875,20.09736,24,NA,20.6
353,353,Huaihua,11,3142,32.10 ,0.23967,0.950270539,1024.2029,374.102844,0.028581157,0,16.30778,1462.53333,85,2,3,6.329720906,37.77795,10,2,22.9
354,354,Huaihua,9.5,1619,37.11 ,1.07024,1.386294361,973.90232,406.53862,0.61411707,1.797438789,16.89556,1508.94995,85,1,2,6.431331082,17.20316,13,NA,17.6
355,355,Yongzhou,13,470,22.19 ,0,0,325.05003,0,0,0,14.64667,1605.28333,48,5,8,6.814542897,11.72489,23,NA,20
356,356,Chenzhou,11.6,664,31.24 ,0.07949,0,650.10006,0,0,0,15.57111,1556.70007,50,1,2,6.722629795,11.63564,11,NA,19.8
357,357,Chenzhou,9,828,28.51 ,0.26307,0,451.87279,0,0.374875194,0,18.55389,1416.75,80,1,2,5.081404365,11.49385,17,NA,15.5
358,358,Yongzhou,6.5,627,33.93 ,0,0,325.05003,0,0,0,17.92111,1420.8667,80,2,2,5.707110265,5.09567,5,NA,14.4
359,359,Yongzhou,10.6,2500,31.21 ,0.13391,0,650.10006,0,0,0,14.64667,1605.28333,70,10,4,6.447305863,25.16123,13,NA,18.7
360,360,Yongzhou,10.3,1888,34.40 ,0.38972,0,650.10006,135.912186,0.045032776,0,15.24555,1580.7334,40,5,5,6.608000625,20.03825,16,NA,19.1
361,361,Chenzhou,11.1,351,35.89 ,0.53596,0,786.01224,135.912186,0.601465788,0,15.60778,1578.716679,50,2,3,929.9999997,7.27246,15,1,19.8
362,362,Xiangxi,12,1015,25.03 ,0,0,325.05003,0,0,0,16.59111,1529.76672,85,2,4,6.23636959,15.78249,15,NA,18
363,363,Yongzhou,10.5,164,27.52 ,0,0,325.05003,0,0,0,16.48889,1519,90,2,2,370.0000001,1.56707,11,1,14.6
364,364,Yongzhou,20.8,194,50.44 ,0.24493,0,650.10006,135.912186,0.281395657,0,16.77167,1506.75,60,10,2,6.100318952,6.58911,6,NA,29
365,365,Yongzhou,10.2,2657,31.09 ,0.19044,0,776.92281,0,0.029848493,0,16.97222,1483.90002,80,1,3,5.993961427,27.47791,13,NA,18.5
366,366,Chenzhou,5.2,313,25.93 ,0,0,325.05003,0,0,0,18.575,1401.84998,70,2,3,4.983606622,6.23611,5,NA,14.7
367,367,Yongzhou,12.2,1142,56.88 ,1.19633,0.633039512,1036.29216,287.291601,1.066537436,0.799502123,17.13333,1502.21668,90,10,3,5.916202063,44.29007,31,NA,43.7
368,368,Yongzhou,12.8,1925,32.85 ,0.64429,0.649248355,883.8918,271.824373,0.807105062,1.755875444,14.94555,1603.03333,70,2,2,6.66057515,29.91232,17,NA,21.2
369,369,Chenzhou,14,694,38.30 ,0.55001,0.410116318,811.26582,271.824372,0.796540223,0.647723149,14.09833,1672,90,2,3,7.099201744,30.10849,28,NA,29.8
370,370,Yongzhou,12.6,709,43.48 ,0.65386,0,786.01224,0,0,0,16.60667,1515.23328,90,2,1,6.478509642,10.74349,20,NA,23.6
371,371,Chenzhou,17.2,1119,33.70 ,0.34477,0,650.10006,135.912187,0,0,16.56389,1498.33325,70,2,2,6.56667243,58.13974,16,2,24.8
372,372,Yongzhou,11.5,2015,36.72 ,0.06754,0,325.05003,0,0,0,17.01333,1491.81665,90,10,3,5.442417711,37.78563,22,NA,21.6
373,373,Yongzhou,10.4,1306,23.61 ,0,0,325.05003,0,0,0,17.18,1470.93335,80,10,3,6.133398043,23.3438,18,NA,17.6
374,374,Chenzhou,15,1254,40.54 ,0.20754,0,451.87279,0,0.276141286,0,15.26111,1596.41663,85,2,3,6.966967139,15.31207,18,NA,17.9
375,375,Chenzhou,13,2291,37.57 ,1.2561,0.347066826,1023.02372,312.05578,1.528295091,0.538208715,15.26111,1596.41663,80,2,3,6.685860947,41.79137,25,NA,22.4
376,376,Chenzhou,6.5,1164,22.93 ,0.18082,0,451.8727899,0,0.231616763,0,15.56833,1551.583251,85,2,3,1010,3.7213,16,1,12.5
377,377,Yongzhou,13.4,746,43.88 ,0.65908,0,776.92281,0,0.751671638,0,17.02611,1501.06665,75,20,10,6.311734809,30.36001,18,NA,29.4
378,378,Yongzhou,9.4,679,37.29 ,0,0,325.05003,0,0,0,16.46944,1527.28333,80,4,2,6.508769137,4.82205,5,NA,17.2
379,379,Chenzhou,10.4,1866,24.55 ,0.03439,0,374.98664,0,0.019055545,0,16.58889,1467.8501,45,1,1,6.710523109,28.33084,12,NA,19.3
380,380,Chenzhou,12.5,3299,35.54 ,0.41511,0.429323022,908.41733,258.317278,0.073925132,0,16.21833,1503.4834,60,1,1,6.293419279,59.17444,27,2,22.4
381,381,Xiangxi,6,313,25.58 ,0,0,325.05003,0,0,0,15.14833,1545.96668,95,5,1,6.311734809,19.87316,4,2,20.7
382,382,Yongzhou,8.9,2485,34.93 ,1.17042,0.576334128,848.25801,176.143593,0.92921285,1.167460334,16.27111,1551.53333,80,5,1,6.621405652,21.38134,18,NA,18.7
383,383,Yongzhou,9.7,1769,27.92 ,0.22538,0,374.98664,0,0.173308111,0,17.02611,1501.06665,85,10,2,5.802118375,15.10572,10,NA,16.9
384,384,Chenzhou,14,1261,37.58 ,0.22199,0,325.05003,0,0,0,14.64555,1630.31665,50,1,1,6.398594935,45.85538,12,2,24.9
385,385,Chenzhou,8.1,1112,27.45 ,0,0,325.05003,0,0,0,18.32667,1423.56665,85,2,2,5.525452939,5.43772,9,NA,14.4
386,386,Chenzhou,9.1,2813,29.28 ,0.40307,0,776.92281,0,0.033901697,0,14.64555,1630.31665,55,2,2,6.621405652,25.56256,11,NA,17.2
387,387,Chenzhou,10.5,769,29.32 ,0.12344,0,650.10006,135.912186,0.054676034,0,16.21833,1503.4834,80,5,1,6.966967139,30.46666,20,NA,20
388,388,Yongzhou,8.7,470,32.22 ,0,0,325.05003,0,0,0,16.80333,1543.3833,60,5,1,6.599870499,10.64516,12,NA,20.3
389,389,Chenzhou,11.6,2075,30.00 ,0.16116,0,776.92281,0,0.031205156,0,17.55167,1444.53333,60,1,1,6.089044875,37.1186,11,2,22.4
390,390,Chenzhou,10.8,1269,25.08 ,0,0,325.05003,0,0,0,18.21944,1424.4834,70,1,3,5.802118375,10.39639,14,NA,14.3
391,391,Chenzhou,8.4,1515,30.70 ,0.51119,0,650.10006,0,0,0,17.55167,1444.53333,40,1,1,6.11146734,12.26432,11,NA,15.5
392,392,Chenzhou,12.5,2731,33.78 ,0.34814,1.054920168,887.11153,312.05578,0.26073427,1.987829107,17.52,1421.55005,80,1,1,6.089044875,37.22701,17,NA,18
393,393,Chenzhou,9.8,2821,28.28 ,0.41815,0,962.77162,135.912186,0.447117478,0,14.67556,1654.34998,60,1,3,6.966967139,42.31927,24,NA,19.9
394,394,Chenzhou,13,1948,26.90 ,0.03572,0,650.10006,135.912187,0,0,16.76611,1465.31665,65,1,2,6.538139824,28.17463,17,NA,18.2
395,395,Chenzhou,9.1,940,28.27 ,0.056,0,451.87279,0,0.054373639,0,15.07278,1566.98328,60,3,4,6.792344427,9.06233,11,NA,13.5
396,396,Chenzhou,12,291,35.68 ,0.17884,0,451.8727899,0,0.22841268,0,16.76611,1465.31665,60,1,2,809.9999999,5.79999,18,1,20.3
397,397,Yongzhou,8.6,2060,23.65 ,0.10546,0,650.10006,0,0,0,17.93667,1521.58337,100,5,2,6.517671273,23.33359,15,NA,16
398,398,Chenzhou,13.5,336,33.15 ,0.56466,1.098612289,985.95038,382.972381,0.579143294,1.631929728,16.76611,1465.31665,85,1,1,6.364750757,11.55999,22,NA,28.6
399,399,Chenzhou,10,993,40.29 ,0.712,0,451.87279,0,1.298115808,0,16.30555,1486.69995,85,2,3,6.59441346,23.40964,21,NA,18.6
400,400,Chenzhou,11.1,381,34.88 ,0.95427,0,912.835,135.912187,1.406166774,0,14.10611,1652.68335,85,3,3,6.878326468,8.15012,14,NA,18.5
401,401,Chenzhou,14.3,1037,37.46 ,0.45829,0,776.92281,135.912186,0.678707839,0,14.77944,1606.5166,90,2,4,6.580639137,36.08892,27,NA,25.1
402,402,Chenzhou,14,619,36.91 ,0.30571,0,776.92281,0,0.293286938,0,16.55278,1476.43335,90,1,1,6.415096959,14.54684,17,NA,21
403,403,Chenzhou,11.7,1627,37.39 ,0.33864,0,776.92281,0,0.054373639,0,16.30555,1486.69995,85,1,2,6.957497371,26.79322,17,NA,21.4
404,404,Chenzhou,14,478,40.98 ,0.43817,0.950270539,905.01753,291.929158,0.271796602,1.505189931,15.74556,1547.78333,86,1,2,6.538139824,22.70011,23,NA,32.1
405,405,Chenzhou,11.1,836,30.05 ,0.24261,0,451.8727899,0,0.337562636,0,16.30554999,1486.699951,100,1,1,819.9999996,10.0618,31,1,17
406,406,Chenzhou,6.4,3306,19.06 ,0,0,325.05003,0,0,0,16.63,1548.30005,39,1,1,6.274762021,10.43729,7,NA,10.5
407,407,Yongzhou,12.8,2104,30.62 ,0.04143,0,325.05003,0,0,0,16.97389,1585.55005,70,6,2,6.376726948,34.18371,13,2,21.5
408,408,Yongzhou,7.5,1761,22.85 ,0,0,325.05003,0,0,0,17.71222,1487.96668,75,2,2,6.398594935,4.41653,9,NA,12.7
409,409,Yongzhou,9.7,1873,28.54 ,0.59944,0.562335145,925.14416,176.143593,0.23105294,1.128892448,15.96,1543.05005,60,10,10,6.56667243,20.99615,16,NA,20
410,410,Chenzhou,7.1,1299,19.40 ,0.27357,0,776.92281,0,0.116801939,0,17.505,1445.55005,32,2,2,6.089044875,2.39541,5,NA,10.9
411,411,Yongzhou,7.3,843,35.99 ,0.7778,0.673011667,811.26582,145.647389,0.817556761,1.578681075,15.96,1543.05005,85,2,2,6.552507887,4.1328,8,NA,15.6
412,412,Yongzhou,7.7,224,45.19 ,0.14999,0,451.87279,0,0.182858535,0,18.64222,1454.3833,50,1,2,6.242223265,5.14724,11,NA,25.7
413,413,Chenzhou,10.4,1866,55.23 ,0.79293,0,912.835,135.912187,0.483965287,0,17.505,1445.55005,40,2,2,6.11146734,81.84203,21,2,45.1
414,414,Yongzhou,11.8,701,37.18 ,0.29021,0,451.87279,0,0.42600328,0,16.86555,1560.83337,60,5,1,6.561030666,14.20347,5,NA,22.8
415,415,Yongzhou,12.1,1194,30.27 ,0,0,325.05003,0,0,0,16.84056,1566.01672,75,5,2,6.274762021,16.67962,12,NA,20.3
416,416,Chenzhou,8,828,33.59 ,0.38673,0,650.10006,135.912186,0.314402571,0,17.00389,1479.08337,56,2,1,6.34738921,6.89026,12,NA,15.3
417,417,Chenzhou,11,1672,32.95 ,0.0604,0,786.01224,0,0,0,18.31667,1427.1333,80,3,3,5.942799375,36.95922,16,NA,20.1
418,418,Yongzhou,14.7,716,22.94 ,0.41859,0,650.10006,0,0,0,17.14389,1630.41663,60,10,2,6.148468296,30.06814,18,NA,24.6
419,419,Yongzhou,10.3,3276,35.06 ,0.07438,0,786.01224,135.912187,0,0,16.84056,1566.01672,60,5,2,6.642486801,34.37973,15,NA,19.4
420,420,Yongzhou,10.7,1149,31.85 ,0.10945,0,650.10006,135.912186,0.127681239,0,16.32,1582.51672,85,15,5,6.406879986,13.28425,16,NA,19.3
421,421,Chenzhou,7.9,1985,34.87 ,0.11787,0,786.01224,135.912186,0.039812182,0,17.00389,1479.08337,60,10,8,6.43775165,12.97878,8,NA,19.1
422,422,Yongzhou,12.6,209,20.27 ,0,0,325.05003,0,0,0,16.63056,1521.449949,65,1,2,1100,3.15309,16,1,16.9
423,423,Yongzhou,14.5,709,48.72 ,0.46538,0,650.10006,0,0,0,16.63056,1521.44995,60,4,4,6.634633358,22.93172,20,NA,26.6
424,424,Yongzhou,9.6,2724,28.39 ,0.57391,0.636514168,901.79781,251.697751,0.069537605,0,15.84,1627,65,1,4,6.49375384,21.00425,12,NA,16.2
425,425,Yongzhou,10.8,1246,20.90 ,0.0538,0,451.87279,0,0.051809326,0,16.00834,1576.75,65,1,2,6.447305863,16.70624,18,NA,15.9
426,426,Yongzhou,8,1187,18.69 ,0,0,325.05003,0,0,0,14.13556,1673.76672,70,1,2,6.84694314,4.71919,11,NA,11.6
427,427,Yongzhou,11.8,1306,33.83 ,0.70296,0.500402424,811.26583,271.824373,0.065333917,0,16.52945,1556.33325,60,10,5,6.255750042,19.53263,14,NA,20.4
428,428,Yongzhou,8.8,1545,25.90 ,0.23379,0,650.10006,0,0,0,15.76445,1613.06665,65,1,3,6.825460036,14.40764,12,NA,15.8
429,429,Yongzhou,9.6,761,14.74 ,0.09088,0,650.10006,135.912187,0,0,15.76445,1613.06665,60,2,2,6.746412129,6.23762,9,NA,12.7
430,430,Yongzhou,15.8,1030,34.10 ,0.24902,1.098612289,901.79781,387.609937,0.081905506,1.389469549,17.105,1562.1333,100,5,2,6.311734809,49.67957,21,2,28.6
431,431,Yongzhou,6.4,1888,19.33 ,0,0,325.05003,0,0,0,16.34389,1589.19995,65,12,2,6.575075841,3.58839,8,NA,9.6
432,432,Yongzhou,8.8,2560,27.75 ,0.92028,0.562335145,1131.22832,251.697751,0.688193203,0,15.76445,1613.06665,60,2,6,6.918695219,16.27114,17,NA,16.9
433,433,Chenzhou,8.9,657,32.36 ,0.5321,0,451.87279,0,0.955109315,0,14.44944,1641.66663,85,4,4,6.685860947,13.15607,15,NA,17.7
434,434,Yongzhou,7.3,716,24.51 ,0.30968,0,776.92281,135.912186,0.377969838,0,17.34389,1573.15002,60,2,7,6.552507887,4.28966,13,NA,13.1
435,435,Yongzhou,9.9,3224,41.65 ,0.56366,0.974314753,950.39774,312.055779,0.323342032,1.430759124,16.34389,1589.19995,100,10,3,6.042632834,25.93306,14,NA,27.2
436,436,Yongzhou,14.8,955,39.98 ,0.80089,0,901.79781,135.912186,0.146406661,0,17.83389,1506.6167,56,2,3,5.916202063,22.64513,14,NA,24.2
437,437,Yongzhou,14.7,1321,43.38 ,1.02354,0.233791659,811.26583,271.824372,0.816312992,0.305194386,17.58611,1552.08337,65,2,1,6.447305863,36.33747,20,NA,29.3
438,438,Yongzhou,8.5,2403,25.76 ,0.74433,1.039720771,1053.87415,387.609937,0.301117066,1.157477967,15.11555,1648.3999,65,20,5,6.59441346,17.2267,12,NA,14.3
439,439,Yongzhou,9.6,784,19.65 ,0,0,325.05003,0,0,0,15.96889001,1625.26672,50,2,5,700,2.03401,9,1,13.5
440,440,Yongzhou,12.6,1575,28.30 ,0.70164,0,776.92281,0,1.260984197,0,15.11555,1648.3999,35,2,5,6.792344427,54.8906,16,2,18.7
441,441,Yongzhou,13.3,761,38.52 ,0.68397,0.693147181,1028.62057,251.697751,0.500330079,0,17.71111,1516.19995,70,2,3,6.34738921,49.20156,21,2,23.6
442,442,Yongzhou,14.3,1075,37.19 ,0.18943,0,776.92281,135.912186,0.195973495,0,15.96889,1625.26672,50,1,1,6.66057515,24.29382,18,NA,25.2
443,443,Yongzhou,7.4,1336,23.55 ,0.25516,0,650.10006,0,0,0,15.11555,1648.3999,50,10,2,6.943122423,4.65202,9,NA,12.6
444,444,Yongzhou,16.6,1358,50.00 ,1.15461,0,776.92281,0,1.213494652,0,14.92,1694.1333,65,5,2,6.710523109,56.26711,19,2,36.3
445,445,Yongzhou,13.3,1634,24.87 ,0.04786,0,650.10006,0,0,0,16.61055,1596.93335,60,2,1,6.73459166,18.75974,14,NA,16.1
446,446,Yongzhou,14.1,649,42.62 ,1.07322,0.693147181,901.79781,251.697751,0.137269039,0,16.745,1578.80005,70,2,1,6.722629795,25.79232,18,NA,28.7
447,447,Yongzhou,14.5,1052,39.21 ,0.25437,0,675.35364,135.912186,0.199203589,0,16.81889,1561.9834,70,2,6,6.154858094,52.0472,18,2,24.7
448,448,Yongzhou,11.7,2881,34.64 ,0.1169,0,786.01224,135.912186,0.026520726,0,14.92,1694.1333,60,2,5,6.746412129,31.53768,19,NA,19.7
